game_id,ゲームタイトル,プラットフォーム,総合点_ゲーマー,コンテンツ量_ゲーマー,自由度_ゲーマー,ソーシャリティ_ゲーマー,BGM_ゲーマー,グラフィック_ゲーマー,感情移入_ゲーマー,ゲーム性_ゲーマー,総合点_カジュアル,コンテンツ量_カジュアル,自由度_カジュアル,ソーシャリティ_カジュアル,BGM_カジュアル,グラフィック_カジュアル,感情移入_カジュアル,敷居の低さ_カジュアル,会社,ジャンル,ゲームシステム,タグ,詳細URL,ゲームの価値_総合
5103,ダイイングライト2(Dying Light 2 Stay Human),PS5/PS4/Switch/XOne/PC,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0.6,0.8,0.6,0.6,Spike-Chunsoft,アクションRPG,アクションRPG,オープンワールド/ゾンビ,https://gamewith.jp/ps5/game/show/5103,0.8
3871,ベヨネッタ1・2,Switch,0.8,0.8,0.4,0.4,0.8,0.8,0.6,0.8,0.7,0.8,0.4,0.4,0.8,0.8,0.6,0.6,Nintendo,,調査中,なし,https://gamewith.jp/switch/game/show/3871,0.75
3870,ウイニングポスト8 2018,Switch/PS4/PC,0.8,0.8,0.8,0.6,0.4,0.6,0.4,0.6,0.8,0.8,0.8,0.6,0.4,0.6,0.4,0.8,KOEITECMOGAMES,,調査中,なし,https://gamewith.jp/switch/game/show/3870,0.8
3866,レゴ マーベル スーパー・ヒーローズ2 ザ・ゲーム,Switch/PS4,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.6,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.6,WarnerBros.,,調査中,なし,https://gamewith.jp/switch/game/show/3866,0.8
3861,蒼の彼方のフォーリズム,Switch,0.8,0.6,0.4,0.4,0.8,0.4,0.8,0.6,0.8,0.6,0.4,0.4,0.8,0.4,0.8,0.8,spritegames,,調査中,なし,https://gamewith.jp/switch/game/show/3861,0.8
3844,真・三國無双7 Empires スイッチ,Switch/PS4/XOne/PC,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.6,0.6,0.6,0.6,0.8,KOEITECMOGAMES,,調査中,なし,https://gamewith.jp/switch/game/show/3844,0.8
3840,FIFA18,PS4/Switch/XOne,0.8,0.6,0.6,0.8,0.6,0.6,0.4,0.8,0.8,0.6,0.6,0.8,0.6,0.6,0.4,0.6,ElectronicArts,,調査中,なし,https://gamewith.jp/ps4/game/show/3840,0.8
3827,Cave Story+ 洞窟物語,Switch,0.8,0.8,0.6,0.4,0.8,0.6,0.6,0.8,0.7,0.8,0.6,0.4,0.8,0.6,0.6,0.6,Pikii,,調査中,なし,https://gamewith.jp/switch/game/show/3827,0.75
3791,三國志13 with パワーアップキット,Switch/PS4/PC,0.8,0.8,0.8,0.2,0.4,0.6,0.4,0.8,0.6,0.8,0.8,0.2,0.4,0.6,0.4,0.4,KOEITECMOGAMES,その他シミュレーション,ターン制ストラテジー,三国志,https://gamewith.jp/switch/game/show/3791,0.7
3723,クリプト・オブ・ネクロダンサー,Switch,0.8,0.8,0.8,0.4,0.6,0.4,0.4,0.8,0.6,0.8,0.8,0.4,0.6,0.4,0.4,0.4,Spike-Chunsoft,,調査中,なし,https://gamewith.jp/switch/game/show/3723,0.7
3717,ゼルダ無双 ハイラルオールスターズDX,Switch,0.8,0.8,0.6,0.6,1.0,0.6,0.6,0.6,0.9,0.8,0.6,0.6,1.0,0.6,0.6,1.0,Nintendo,,調査中,なし,https://gamewith.jp/switch/game/show/3717,0.8500000000000001
3708,戦国無双 真田丸 スイッチ,Switch/PS4,0.8,0.6,0.6,0.4,0.6,0.6,0.8,0.8,0.8,0.6,0.6,0.4,0.6,0.6,0.8,0.8,KOEITECMOGAMES,,調査中,なし,https://gamewith.jp/switch/game/show/3708,0.8
3529,進撃の巨人２,Switch/PS4/PC,0.8,0.8,0.6,0.8,0.8,0.6,0.8,0.6,0.9,0.8,0.6,0.8,0.8,0.6,0.8,0.8,KOEITECMOGAMES,,調査中,なし,https://gamewith.jp/switch/game/show/3529,0.8500000000000001
7956,カービィのグルメフェス！,Switch,0.7,0.4,0.4,0.8,0.8,0.8,0.4,0.6,0.9,0.4,0.4,0.8,0.8,0.8,0.4,1.0,Nintendo,アクション,その他アクション,なし,https://gamewith.jp/switch/game/show/7956,0.8
6997,野田ゲーワールド,Switch,0.7,0.6,0.4,0.8,0.6,0.4,0.4,0.6,0.8,0.6,0.4,0.8,0.6,0.4,0.4,0.8,YOSHIMOTOKOGYO,パーティーゲーム,パーティーゲーム,バカゲー,https://gamewith.jp/switch/game/show/6997,0.75
6495,夕鬼,PS4/PS5/XOne/PC/Switch,0.7,0.4,0.6,0.6,0.4,0.4,0.8,0.6,0.7,0.4,0.6,0.6,0.4,0.4,0.8,0.6,ChorusWorldwide,,調査中,なし,https://gamewith.jp/ps4/game/show/6495,0.7
4031,デジモンサヴァイブ,PS4/Switch,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.8,BANDAINAMCOEntertainment,シミュレーションRPG,シミュレーションRPG,アニメ,https://gamewith.jp/ps4/game/show/4031,0.75
3356,アノニマスコード,Switch/PS4,0.7,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.4,0.6,0.6,0.6,0.6,0.6,MAGES./5pbGames,アドベンチャー,ノベルゲーム,中二病/本格ストーリー/フルボイス,https://gamewith.jp/switch/game/show/3356,0.7
7786,ラビッツパーティーレジェンド,Switch/PS4/XOne,0.7,0.6,0.4,0.8,0.6,0.6,0.4,0.6,0.8,0.6,0.4,0.8,0.6,0.6,0.4,0.8,Ubisoft,パーティーゲーム,パーティーゲーム,マルチプレイ,https://gamewith.jp/switch/game/show/7786,0.75
7536,ボイドテラリウム2,Switch/PS4,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,NipponIchiSoftware,その他RPG,ダンジョンRPG,かわいい/SF,https://gamewith.jp/switch/game/show/7536,0.7
6284,フォールガイズ,PS4/PS5/Switch/PC/XOne,0.7,0.6,0.8,0.8,0.6,0.6,0.2,0.6,0.9,0.6,0.8,0.8,0.6,0.6,0.2,1.0,DevolverDigital,アクション,バトロワ,かわいい/大人数バトル/クロスプレイ,https://gamewith.jp/ps4/game/show/6284,0.8
5805,ゾンビアーミー4,PS4/Switch/XOne/PC,0.7,0.6,0.6,0.6,0.4,0.6,0.2,0.6,0.7,0.6,0.6,0.6,0.4,0.6,0.2,0.6,GameSourceEntertainment,,調査中,なし,https://gamewith.jp/ps4/game/show/5805,0.7
7610,ベティア,Switch,0.7,0.8,0.6,0.4,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.4,0.6,0.6,0.6,0.8,でらゲー,アドベンチャー,その他,知育・教育,https://gamewith.jp/switch/game/show/7610,0.75
7440,黄昏ニ眠ル街,Switch/PS4/PC,0.7,0.4,0.6,0.4,0.8,0.6,0.4,0.6,0.8,0.4,0.6,0.4,0.8,0.6,0.4,1.0,PLAYISM,,調査中,なし,https://gamewith.jp/switch/game/show/7440,0.75
7468,WRC10 FIA世界ラリー選手権,Switch/PS5/PS4,0.7,0.6,0.8,0.2,0.2,0.6,0.6,0.8,0.5,0.6,0.8,0.2,0.2,0.6,0.6,0.4,3goo,レース,レース,マルチプレイ,https://gamewith.jp/switch/game/show/7468,0.6
7346,夜廻三,Switch/PS4/PC,0.7,0.6,0.4,0.6,0.6,0.4,0.6,0.6,0.7,0.6,0.4,0.6,0.6,0.4,0.6,0.8,NipponIchiSoftware,アクション,ホラーゲーム,心霊,https://gamewith.jp/switch/game/show/7346,0.7
7181,幻想少女大戦,Switch,0.7,0.6,0.6,0.2,0.6,0.4,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.4,0.6,0.4,Phoenixx,シミュレーションRPG,ターン制ストラテジー,美少女/東方/和風,https://gamewith.jp/switch/game/show/7181,0.6499999999999999
7083,ちょろブレ(小林さんちのメイドラゴン 炸裂!!ちょろゴン☆ブレス),Switch/PS4,0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.6,Bushiroad,シューティング,シューティング,原作あり,https://gamewith.jp/switch/game/show/7083,0.7
6685,忍ネプ,PS4/Switch/PC,0.7,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.2,0.6,0.6,0.6,0.8,コンパイルハート,アクションRPG,アクションRPG,美少女/原作あり,https://gamewith.jp/ps4/game/show/6685,0.7
7075,チョコボGP(チョコボグランプリ),Switch,0.7,0.4,0.6,0.8,0.8,0.4,0.4,0.6,0.8,0.4,0.6,0.8,0.8,0.4,0.4,0.8,SQUAREENIX,レース,レース,かわいい/FF/PvP,https://gamewith.jp/switch/game/show/7075,0.75
7366,エッジオブエタニティ,PS5/PS4/Switch/PC,0.7,0.4,0.6,0.2,0.8,0.6,0.6,0.6,0.7,0.4,0.6,0.2,0.8,0.6,0.6,0.6,オーイズミ・アミュージオ,ベーシックRPG,コマンドバトルRPG,Steam/ファンタジー,https://gamewith.jp/ps5/game/show/7366,0.7
3955,CRYSTAR -クライスタ-,PS4/Switch,0.7,0.6,0.6,0.4,0.8,0.6,0.8,0.4,0.7,0.6,0.6,0.4,0.8,0.6,0.8,0.4,FURYU,,調査中,なし,https://gamewith.jp/ps4/game/show/3955,0.7
7483,Voice Of Cards できそこないの巫女,Switch/PS4/PC,0.7,0.4,0.6,0.4,0.8,0.4,0.8,0.6,0.8,0.4,0.6,0.4,0.8,0.4,0.8,0.8,SQUAREENIX,その他RPG,その他RPG,Steam/ファンタジー/マルチプレイ,https://gamewith.jp/switch/game/show/7483,0.75
6919,とうらぶ無双(刀剣乱舞無双),Switch/PC,0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.6,0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.8,DMMGAMES,アクションRPG,アクションRPG,イケメン/和風/無双,https://gamewith.jp/switch/game/show/6919,0.7
7416,オーシャンズハート(Ocean's Heart),Switch/PC,0.7,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.6,0.6,0.4,0.6,0.4,0.6,0.6,Nordcurrent,アクションRPG,アクションRPG,Steam/ドット絵/ファンタジー/オフライン,https://gamewith.jp/switch/game/show/7416,0.7
7119,白き鋼鉄のX（イクス）2 ,Switch/PS4/PS5/XOne/PC,0.7,0.4,0.4,0.6,0.6,0.4,0.6,0.8,0.6,0.4,0.4,0.6,0.6,0.4,0.6,0.6,INTICREATES,アクション,アクション,ドット絵,https://gamewith.jp/switch/game/show/7119,0.6499999999999999
7064,屍喰らいの冒険メシ,PS4/Switch,0.7,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.6,NipponIchiSoftware,シミュレーションRPG,シミュレーションRPG,かわいい,https://gamewith.jp/ps4/game/show/7064,0.6499999999999999
7026,COGEN：大鳥こはくと刻の剣,Switch/PS4/XOne/PC,0.7,0.4,0.6,0.2,0.6,0.4,0.4,0.8,0.5,0.4,0.6,0.2,0.6,0.4,0.4,0.4,Gemdrops,アクション,アクション,ドット絵,https://gamewith.jp/switch/game/show/7026,0.6
7362,オインクゲームズ,Switch/PC,0.7,0.4,0.6,0.8,0.6,0.6,0.2,0.6,0.8,0.4,0.6,0.8,0.6,0.6,0.2,0.8,オインクゲームズ,パーティーゲーム,パーティーゲーム,Steam/インディーゲーム/マルチプレイ,https://gamewith.jp/switch/game/show/7362,0.75
7124,モルカーパーティー,Switch,0.7,0.6,0.4,0.8,0.6,0.8,0.4,0.4,0.9,0.6,0.4,0.8,0.6,0.8,0.4,1.0,BANDAINAMCOEntertainment,パーティーゲーム,パーティーゲーム,かわいい/アニメ,https://gamewith.jp/switch/game/show/7124,0.8
7002,クリタデル,Switch/PC,0.7,0.6,0.6,0.4,0.6,0.4,0.4,0.8,0.6,0.6,0.6,0.4,0.6,0.4,0.4,0.6,Nicalis,アクションRPG,横スクロールアクション,ファンタジー,https://gamewith.jp/switch/game/show/7002,0.6499999999999999
7652,Fantasy Strike(ファンタジーストライク),Switch/PC/PS4,0.7,0.4,0.4,0.8,0.4,0.4,0.4,0.8,0.6,0.4,0.4,0.8,0.4,0.4,0.4,0.6,SirlinGames,格闘ゲーム,格闘ゲーム,基本プレイ無料,https://gamewith.jp/switch/game/show/7652,0.6499999999999999
7076,ディズニー マジックキャッスル マイ・ハッピー・ライフ2： エンチャンテッドエディション,Switch,0.7,0.8,0.8,0.4,0.6,0.4,0.6,0.6,0.7,0.8,0.8,0.4,0.6,0.4,0.6,0.8,BANDAINAMCOEntertainment,その他シミュレーション,その他シミュレーション,ディズニー,https://gamewith.jp/switch/game/show/7076,0.7
7015,ごく普通の鹿のゲーム DEEEER Simulator,Switch/PS4/PC,0.7,0.4,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.4,0.6,0.6,0.8,0.6,0.6,0.8,Nintendo,アクション,アクション,バカゲー,https://gamewith.jp/switch/game/show/7015,0.75
6904,アサツグトリ,PS4/Switch,0.7,0.4,0.4,0.4,0.8,0.6,0.8,0.4,0.8,0.4,0.4,0.4,0.8,0.6,0.8,0.8,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/ps4/game/show/6904,0.75
7248,ルインドキング(ルインドキング：リーグ・オブ・レジェンド ストーリー™),Switch/PS5/PS4/XOne/PC,0.7,0.4,0.6,0.2,0.6,0.6,0.6,0.8,0.7,0.4,0.6,0.2,0.6,0.6,0.6,0.6,RiotForge,アクションRPG,アクションRPG,原作あり/ハクスラ,https://gamewith.jp/switch/game/show/7248,0.7
6796,マリオパーティ スーパースターズ,Switch,0.7,0.8,0.4,0.8,0.6,0.6,0.2,0.4,1.0,0.8,0.4,0.8,0.6,0.6,0.2,1.0,Nintendo,パーティーゲーム,パーティーゲーム,マリオ/マルチプレイ,https://gamewith.jp/switch/game/show/6796,0.85
7037,Voice of Cards ドラゴンの島,PS4/Switch/PC,0.7,0.4,0.6,0.4,0.8,0.4,0.8,0.6,0.8,0.4,0.6,0.4,0.8,0.4,0.8,0.8,SQUAREENIX,ベーシックRPG,コマンドバトルRPG,ファンタジー/ハクスラ,https://gamewith.jp/ps4/game/show/7037,0.75
6809,こちら、母なる星より,Switch/PS4,0.7,0.6,0.4,0.2,0.4,0.6,0.8,0.4,0.8,0.6,0.4,0.2,0.4,0.6,0.8,1.0,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/switch/game/show/6809,0.75
6791,Marvel's Guardians of the Galaxy（マーベル ガーディアンズ・オブ・ギャラクシー）,PS5/PS4/Switch/PC,0.7,0.6,0.6,0.4,0.6,0.8,0.6,0.6,0.8,0.6,0.6,0.4,0.6,0.8,0.6,0.8,SQUAREENIX,アクション,アドベンチャー,原作あり,https://gamewith.jp/ps5/game/show/6791,0.75
7171,スカール(Skul: The Hero Slayer),Switch/PS4/XOne/PC,0.7,0.6,0.6,0.4,0.6,0.6,0.4,0.6,0.7,0.6,0.6,0.4,0.6,0.6,0.4,0.8,NEOWIZ,アクション,横スクロールアクション,ドット絵/インディーゲーム,https://gamewith.jp/switch/game/show/7171,0.7
7121,Darksiders III,Switch/PS4,0.7,0.4,0.6,0.4,0.6,0.8,0.6,0.6,0.7,0.4,0.6,0.4,0.6,0.8,0.6,0.6,THQNordicGmbH,アクション,アクション,ハクスラ,https://gamewith.jp/switch/game/show/7121,0.7
6776,The Good Life,Switch/PS4/XOne/PC,0.7,0.6,0.8,0.4,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.4,0.6,0.6,0.6,0.6,PLAYISM,アドベンチャー,推理アドベンチャー,オープンワールド,https://gamewith.jp/switch/game/show/6776,0.7
7197,ハローネイバー(Hello Neighbor),Switch,0.7,0.6,0.4,0.6,0.4,0.6,0.6,0.6,0.7,0.6,0.4,0.6,0.4,0.6,0.6,0.6,tinyBuildGames,,調査中,なし,https://gamewith.jp/switch/game/show/7197,0.7
4037,テトリス エフェクト,PS4/Switch,0.7,0.6,0.4,0.4,0.8,0.6,0.2,0.6,0.8,0.6,0.4,0.4,0.8,0.6,0.2,0.8,Enhance,,調査中,なし,https://gamewith.jp/ps4/game/show/4037,0.75
6828,ドキドキ文芸部プラス！,Switch/PS4/PS5/PC,0.7,0.6,0.4,0.2,0.6,0.6,0.8,0.4,0.7,0.6,0.4,0.2,0.6,0.6,0.8,0.6,PLAYISM,アドベンチャー,ノベルゲーム,美少女/学園,https://gamewith.jp/switch/game/show/6828,0.7
6670,アストリア アセンディング,Switch/PS4/PS5/PC,0.7,0.6,0.6,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.2,0.6,0.6,0.6,0.4,3goo,ベーシックRPG,コマンドバトルRPG,ファンタジー,https://gamewith.jp/switch/game/show/6670,0.6499999999999999
7071,アクトレイザー・ルネサンス,PS4/Switch/PC,0.7,0.8,0.8,0.6,0.6,0.4,0.6,0.6,0.7,0.8,0.8,0.6,0.6,0.4,0.6,0.6,SQUAREENIX,アクションRPG,アクションRPG,ファンタジー,https://gamewith.jp/ps4/game/show/7071,0.7
6793,おすそわける メイド イン ワリオ,Switch,0.7,0.8,0.4,0.6,0.6,0.4,0.4,0.4,0.9,0.8,0.4,0.6,0.6,0.4,0.4,1.0,Nintendo,,調査中,なし,https://gamewith.jp/switch/game/show/6793,0.8
6823,KeyWe-キーウィ-,Switch/PS4/PS5/PC,0.7,0.6,0.4,0.8,0.6,0.6,0.4,0.6,0.8,0.6,0.4,0.8,0.6,0.6,0.4,0.6,GameSourceEntertainment,アクションパズル,その他アクション,マルチプレイ,https://gamewith.jp/switch/game/show/6823,0.75
6938,グリーク：アズールの記憶,Switch/PS5/XOne/PC/PS4,0.7,0.6,0.4,0.4,0.4,0.6,0.4,0.8,0.5,0.6,0.4,0.4,0.4,0.6,0.4,0.4,Team17,アドベンチャー,アドベンチャー,ファンタジー,https://gamewith.jp/switch/game/show/6938,0.6
6520,遊戯王ラッシュデュエル 最強バトルロイヤル!!,Switch,0.7,0.8,0.4,0.8,0.6,0.6,0.6,0.6,0.8,0.8,0.4,0.8,0.6,0.6,0.6,0.8,KONAMI,トレーディングカードゲーム,トレーディングカードゲーム,アニメ/PvP/オフライン,https://gamewith.jp/switch/game/show/6520,0.75
7030,ツクールシリーズ BLOCK SLIME CAVE		,Switch,0.7,0.4,0.6,0.8,0.4,0.2,0.4,0.8,0.7,0.4,0.6,0.8,0.4,0.2,0.4,0.8,GotchaGotchaGames,,調査中,なし,https://gamewith.jp/switch/game/show/7030,0.7
6699,大逆転裁判1＆2 -成歩堂龍ノ介の冒險と覺悟-,Switch/PS4/PC,0.7,0.8,0.4,0.4,0.6,0.6,0.6,0.4,0.7,0.8,0.4,0.4,0.6,0.6,0.6,0.8,CAPCOM,アドベンチャー,推理アドベンチャー,本格ストーリー,https://gamewith.jp/switch/game/show/6699,0.7
6783,元祖みんなでスペランカー,PS4/Switch,0.7,0.8,0.4,0.8,0.6,0.4,0.4,0.6,0.7,0.8,0.4,0.8,0.6,0.4,0.4,0.6,TozaiGames,,調査中,なし,https://gamewith.jp/ps4/game/show/6783,0.7
6652,モンスターを倒して強い剣や鎧を手にしなさい。死んでも諦めずに強くなりなさい。勇者隊が魔王を倒すその日を信じています。,Switch,0.7,0.8,0.6,0.4,0.6,0.4,0.6,0.6,0.7,0.8,0.6,0.4,0.6,0.4,0.6,0.6,エクスペリエンス,ベーシックRPG,ダンジョンRPG,ファンタジー/ハクスラ,https://gamewith.jp/switch/game/show/6652,0.7
6200,レイトン ミステリージャーニー カトリーエイルと大富豪の陰謀 DX+,Switch,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.8,LEVEL-5,,調査中,なし,https://gamewith.jp/switch/game/show/6200,0.7
3707,英雄伝説 閃の軌跡I：改,PS4/Switch/PC,0.7,0.8,0.6,0.4,0.8,0.4,0.6,0.6,0.7,0.8,0.6,0.4,0.8,0.4,0.6,0.4,Falcom,ベーシックRPG,コマンドバトルRPG,ファンタジー,https://gamewith.jp/ps4/game/show/3707,0.7
6812,WORTH LIFE（ワースライフ）,Switch,0.7,0.6,0.8,0.4,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.4,0.6,0.6,0.6,0.8,HAKAMA,アクションRPG,アドベンチャー,ファンタジー,https://gamewith.jp/switch/game/show/6812,0.75
6615,わるい王様とりっぱな勇者,PS4/Switch,0.7,0.4,0.4,0.4,1.0,0.6,0.8,0.6,0.9,0.4,0.4,0.4,1.0,0.6,0.8,1.0,NipponIchiSoftware,,調査中,なし,https://gamewith.jp/ps4/game/show/6615,0.8
6604,カリギュラ2(Caligula2),PS4/Switch/PC,0.7,0.6,0.6,0.4,0.8,0.4,0.6,0.6,0.7,0.6,0.6,0.4,0.8,0.4,0.6,0.6,FURYU,その他RPG,コマンドバトルRPG,学園/ファンタジー/SF,https://gamewith.jp/ps4/game/show/6604,0.7
6633,NINJA GAIDEN: マスターコレクション,PS4/Switch/XOne/PC,0.7,0.8,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.6,0.4,KOEITECMOGAMES,アクション,アクション,和風,https://gamewith.jp/ps4/game/show/6633,0.6499999999999999
6646,スーパーボンバーマン Ｒ オンライン,PS4/Switch/PS5/XOne/PC,0.7,0.4,0.4,0.6,0.6,0.6,0.4,0.8,0.7,0.4,0.4,0.6,0.6,0.6,0.4,0.6,KONAMI,,調査中,なし,https://gamewith.jp/ps4/game/show/6646,0.7
6465,Maneater（マンイーター）,PS5/PS4/Switch/PC,0.7,0.4,0.6,0.6,0.4,0.8,0.6,0.6,0.7,0.4,0.6,0.6,0.4,0.8,0.6,0.6,TripwireInteractive,アクション,アクション,その発想はなかった/バカゲー,https://gamewith.jp/ps5/game/show/6465,0.7
3944,竜星のヴァルニール,PS4/Switch,0.7,0.6,0.6,0.4,0.8,0.6,0.8,0.4,0.8,0.6,0.6,0.4,0.8,0.6,0.8,0.6,コンパイルハート,,調査中,なし,https://gamewith.jp/ps4/game/show/3944,0.75
6603,Miitopia（ミートピア）,Switch,0.7,0.6,0.6,0.4,0.8,0.6,0.6,0.6,0.9,0.6,0.6,0.4,0.8,0.6,0.6,1.0,Nintendo,シミュレーションRPG,コマンドバトルRPG,ファンタジー,https://gamewith.jp/switch/game/show/6603,0.8
5485,ファミコン探偵倶楽部 うしろに立つ少女,Switch,0.7,0.2,0.4,0.6,0.6,0.6,0.8,0.4,0.7,0.2,0.6,0.6,0.6,0.6,0.8,0.6,Nintendo,アドベンチャー,ホラーゲーム,本格ストーリー,https://gamewith.jp/switch/game/show/5485,0.7
5484,ファミコン探偵倶楽部 消えた後継者,Switch,0.7,0.2,0.4,0.6,0.6,0.6,0.8,0.6,0.7,0.2,0.4,0.6,0.6,0.6,0.8,0.6,Nintendo,アドベンチャー,ホラーゲーム,本格ストーリー,https://gamewith.jp/switch/game/show/5484,0.7
6204,New ポケモンスナップ,Switch,0.7,0.6,0.6,1.0,0.6,0.6,0.4,0.4,0.9,0.6,0.6,1.0,0.6,0.6,0.4,1.0,ThePokemonCompany,その他シミュレーション,その他シミュレーション,ポケモン,https://gamewith.jp/switch/game/show/6204,0.8
5239,トロピコ6,Switch/PS5/PS4,0.7,1.0,0.6,0.4,0.6,0.6,0.4,0.4,0.7,1.0,0.6,0.4,0.6,0.6,0.4,0.6,KalypsoMedia,,調査中,なし,https://gamewith.jp/switch/game/show/5239,0.7
6373,バランワンダーワールド,Switch/PS4/PS5/XOne/PC,0.7,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.8,SQUAREENIX,アクションRPG,アクションRPG,ファンタジー,https://gamewith.jp/switch/game/show/6373,0.75
6461,みんなで空気読み。3,Switch/PS4/PC,0.7,0.4,0.4,0.8,0.6,0.6,0.6,0.6,0.9,0.4,0.4,0.8,0.6,0.6,0.6,1.0,G-MODE,その他シミュレーション,その他シミュレーション,マルチプレイ/その発想はなかった,https://gamewith.jp/switch/game/show/6461,0.8
4984,ジャックジャンヌ,Switch,0.7,0.4,0.4,0.4,0.8,0.6,0.8,0.4,0.8,0.4,0.4,0.4,0.8,0.6,0.8,0.8,ブロッコリー,その他シミュレーション,シミュレーション,イケメン/美少女/学園/本格ストーリー/乙女ゲーム,https://gamewith.jp/switch/game/show/4984,0.75
4955,キャラバンストーリーズ,PS4/Switch/PC,0.7,0.8,0.6,0.8,0.6,0.4,0.6,0.6,0.7,0.8,0.6,0.8,0.6,0.4,0.6,0.4,Aiming,オンラインRPG,MMO/MORPG,基本プレイ無料/ファンタジー/マルチプレイ/本格ストーリー,https://gamewith.jp/ps4/game/show/4955,0.7
7203,キングダムズ オブ アマラー：リレコニング,Switch/PS4/XOne/PC,0.7,0.6,0.6,0.2,0.6,0.4,0.6,0.6,0.7,0.6,0.6,0.2,0.6,0.4,0.6,0.6,THQNordic,アクションRPG,アクションRPG,オープンワールド,https://gamewith.jp/switch/game/show/7203,0.7
6180,クラッシュ・バンディクー4 とんでもマルチバース,PS5/Switch/PS4/PC,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.6,0.7,0.6,0.4,0.4,0.6,0.6,0.6,0.8,Activision,アクション,アクション,マルチプレイ,https://gamewith.jp/ps5/game/show/6180,0.7
6491,ゆるキャン△ VIRTUAL CAMP 本栖湖編,PS4/Switch,0.7,0.4,0.4,0.4,0.8,0.4,0.8,0.4,0.8,0.4,0.4,0.4,0.8,0.4,0.8,0.8,Gemdrops,その他シミュレーション,その他シミュレーション,原作あり/VR,https://gamewith.jp/ps4/game/show/6491,0.75
6492,Empire of Sin　エンパイア・オブ・シン,PS4/Switch,0.7,0.8,0.6,0.4,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.4,0.6,0.6,0.6,0.6,SEGA,ストラテジー,ターン制ストラテジー,アウトロー・バイオレンス,https://gamewith.jp/ps4/game/show/6492,0.7
6549,コープスパーティー ブラッドカバー リピーティッドフィアー,Switch/PS4,0.7,0.6,0.4,0.4,0.6,0.4,0.8,0.4,0.7,0.6,0.4,0.4,0.6,0.4,0.8,0.6,MAGES.,アドベンチャー,ホラーゲーム,美少女/学園/心霊,https://gamewith.jp/switch/game/show/6549,0.7
6509,カプコンアーケードスタジアム,Switch/PS4/XOne/PC,0.7,0.8,0.6,0.6,0.6,0.2,0.2,0.6,0.7,0.8,0.6,0.6,0.6,0.2,0.2,0.6,CAPCOM,その他,その他,Steam/基本プレイ無料,https://gamewith.jp/switch/game/show/6509,0.7
6330,スーパーマリオ 3Dワールド ＋ フューリーワールド,Switch,0.7,0.6,0.4,0.8,0.6,0.6,0.4,0.6,0.9,0.6,0.4,0.8,0.6,0.6,0.4,1.0,Nintendo,アクション,アクション,マリオ,https://gamewith.jp/switch/game/show/6330,0.8
5359,リトルナイトメア2,PS4/Switch/PS5,0.7,0.4,0.4,0.6,0.6,0.8,0.6,0.6,0.8,0.4,0.4,0.6,0.6,0.8,0.6,0.8,BANDAINAMCOEntertainment,,調査中,なし,https://gamewith.jp/ps4/game/show/5359,0.75
6505,Ghostrunner（ゴーストランナー）,PS4/Switch/PS5/PC,0.7,0.4,0.6,0.4,0.6,0.6,0.4,0.8,0.6,0.4,0.6,0.4,0.6,0.6,0.4,0.6,H2Interactive,アクション,アクション,SF,https://gamewith.jp/ps4/game/show/6505,0.6499999999999999
